Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,3Ssn Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,has_pool,bath_count,deck_porch_sf,qual_cond
2178,20,RL,74.0,8536,0,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1125.0,1125.0,4,1,SBrkr,1125,0,0,1125,2,1,3,5,Typ,0,0.0,Attchd,2007.0,Unf,2.0,430.0,3.0,3.0,Y,0,0,4,2007,New,155000,1,2.0,144,25
1160,120,FV,59.0,4282,1,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,5,1,SBrkr,1391,0,0,1391,2,1,4,5,Typ,0,0.0,Attchd,2004.0,RFn,2.0,530.0,3.0,3.0,Y,0,0,7,2008,WD ,196000,1,2.0,314,35
1755,60,RL,,8740,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,574.0,Unf,0.0,280.0,854.0,5,1,SBrkr,864,1131,0,1995,4,1,4,8,Typ,1,4.0,BuiltIn,2002.0,Fin,2.0,435.0,3.0,3.0,Y,0,0,7,2007,WD ,219500,1,3.0,312,35
2412,60,RL,65.0,10237,0,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,728.0,728.0,5,1,SBrkr,728,728,0,1456,3,1,4,8,Typ,1,4.0,Attchd,2005.0,Fin,2.0,390.0,3.0,3.0,Y,0,0,2,2006,New,170440,1,3.0,24,30
889,60,RL,75.0,7950,0,IR1,Bnk,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,3,CBlock,3.0,3.0,No,BLQ,535.0,Unf,0.0,155.0,690.0,3,1,SBrkr,698,728,0,1426,3,1,3,6,Typ,0,0.0,Attchd,1977.0,Fin,2.0,440.0,3.0,3.0,Y,0,MnPrv,7,2009,WD ,159500,1,2.0,252,36
2181,20,RL,128.0,39290,0,IR1,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,1224.0,5,3,PConc,5.0,3.0,4,GLQ,4010.0,Unf,0.0,1085.0,5095.0,5,1,SBrkr,5095,0,0,5095,2,1,5,15,Typ,2,4.0,Attchd,2008.0,Fin,3.0,1154.0,3.0,3.0,Y,0,0,10,2007,New,183850,1,5.0,1030,50
1186,20,RL,80.0,10400,0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,3,3,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,1304.0,1304.0,4,1,SBrkr,1682,0,0,1682,3,1,3,7,Typ,1,4.0,Attchd,1970.0,Unf,2.0,530.0,3.0,3.0,Y,0,MnPrv,5,2008,WD ,174000,1,2.0,98,42
1613,20,RL,85.0,10628,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,4,CBlock,3.0,4.0,4,GLQ,778.0,Unf,0.0,499.0,1277.0,3,1,SBrkr,1277,0,0,1277,2,1,3,5,Typ,1,1.0,Attchd,1970.0,Unf,2.0,526.0,3.0,3.0,Y,0,GdWo,4,2007,WD ,167000,1,2.0,176,35
411,160,RL,24.0,2280,0,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3.0,No,ALQ,566.0,Unf,0.0,289.0,855.0,3,1,SBrkr,855,601,0,1456,3,1,3,7,Typ,1,3.0,Attchd,1976.0,Unf,2.0,440.0,3.0,3.0,Y,0,0,7,2009,WD ,148500,1,3.0,87,36
810,90,RL,64.0,7018,0,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1,SBrkr,1114,1114,0,2228,6,2,3,8,Typ,0,0.0,Detchd,1979.0,Unf,2.0,720.0,3.0,3.0,Y,0,0,6,2009,WD ,147983,1,2.0,73,25
548,160,RL,75.0,10762,0,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,No,Unf,0.0,Unf,0.0,626.0,626.0,3,1,SBrkr,626,591,0,1217,3,1,3,6,Typ,1,3.0,Attchd,1980.0,RFn,1.0,288.0,3.0,3.0,Y,0,0,4,2009,WD ,120000,1,2.0,28,36
2179,20,RL,60.0,7024,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,4.0,No,ALQ,980.0,Unf,0.0,110.0,1090.0,4,1,SBrkr,1090,0,0,1090,2,1,3,5,Typ,0,0.0,Attchd,2005.0,Fin,2.0,450.0,3.0,3.0,Y,0,0,6,2007,WD ,157000,1,3.0,49,25
2746,50,RL,50.0,7585,0,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1948,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,2.0,Mn,Unf,0.0,Unf,0.0,810.0,810.0,2,1,FuseA,1002,454,0,1456,4,1,3,7,Typ,1,3.0,Detchd,1954.0,Unf,1.0,280.0,3.0,3.0,P,0,0,8,2006,WD ,91500,1,3.0,0,15
1486,30,RL,67.0,8777,0,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1910,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,No,Unf,0.0,Unf,0.0,796.0,796.0,4,1,FuseA,796,0,0,796,2,1,3,4,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,P,0,MnPrv,5,2008,WD ,85000,1,1.0,492,35
2168,20,RL,70.0,9170,0,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,5,1,SBrkr,1214,0,0,1214,2,1,3,6,Typ,0,0.0,Detchd,1965.0,Unf,2.0,461.0,2.0,2.0,Y,0,GdPrv,4,2007,WD ,140000,1,2.0,184,35
2061,20,RL,66.0,7742,0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,BLQ,763.0,Unf,0.0,192.0,955.0,5,1,SBrkr,955,0,0,955,3,1,3,6,Typ,0,0.0,Attchd,1966.0,Unf,1.0,386.0,3.0,3.0,Y,0,MnPrv,1,2007,WD ,127000,1,2.0,0,35
1131,60,FV,64.0,8791,0,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,Rec,503.0,Unf,0.0,361.0,864.0,5,1,SBrkr,864,864,0,1728,3,1,4,7,Typ,0,0.0,Attchd,2003.0,RFn,2.0,673.0,3.0,3.0,Y,0,0,5,2008,WD ,207500,1,3.0,272,30
2738,75,RL,60.0,19800,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,Rec,425.0,Unf,0.0,1411.0,1836.0,4,1,SBrkr,1836,1836,0,3672,5,1,4,7,Typ,2,4.0,Detchd,1993.0,Unf,2.0,836.0,3.0,3.0,Y,0,0,12,2006,WD ,415000,1,4.0,796,48
929,20,RL,90.0,13339,0,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,3,3,CBlock,3.0,3.0,No,LwQ,65.0,BLQ,875.0,621.0,1561.0,3,1,SBrkr,1561,0,0,1561,3,1,3,6,Typ,1,4.0,Attchd,1960.0,Fin,2.0,463.0,3.0,3.0,Y,0,0,5,2009,WD ,193000,1,3.0,268,36
362,60,RL,65.0,8125,0,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,702.0,702.0,4,1,SBrkr,702,779,0,1481,3,1,3,6,Typ,1,3.0,Attchd,1994.0,Fin,2.0,343.0,3.0,3.0,Y,0,0,3,2009,WD ,174000,1,3.0,36,30
652,60,RL,78.0,11419,0,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,5,1,FuseA,801,726,0,1527,3,1,3,6,Typ,1,4.0,Attchd,1948.0,Unf,2.0,410.0,3.0,3.0,Y,0,GdWo,12,2009,WD ,152500,1,3.0,134,49
1466,60,RL,72.0,7226,0,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,798.0,798.0,5,1,SBrkr,798,842,0,1640,3,1,4,6,Typ,0,0.0,Attchd,2003.0,RFn,2.0,595.0,3.0,3.0,Y,0,0,6,2008,WD ,183000,1,3.0,45,35
2087,50,RL,60.0,11100,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,Mn,LwQ,1080.0,Unf,0.0,0.0,1080.0,3,0,SBrkr,1080,400,0,1480,4,1,3,7,Typ,1,4.0,Attchd,1951.0,Unf,1.0,253.0,3.0,3.0,Y,0,0,7,2007,WD ,136500,1,2.0,68,30
1442,60,RL,80.0,12435,0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4.0,3.0,No,GLQ,361.0,Unf,0.0,602.0,963.0,5,1,SBrkr,963,829,0,1792,3,1,4,7,Typ,1,3.0,Attchd,2001.0,RFn,2.0,564.0,3.0,3.0,Y,245,0,5,2008,WD ,231500,1,3.0,96,35
2744,20,RL,57.0,6420,0,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5.0,4.0,Mn,LwQ,210.0,ALQ,551.0,219.0,980.0,2,1,FuseA,1148,0,0,1148,2,1,3,6,Typ,0,0.0,Detchd,1952.0,Unf,1.0,308.0,3.0,3.0,Y,0,0,9,2006,WD ,123500,1,2.0,0,35
1511,50,RL,59.0,16466,0,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,816.0,816.0,3,1,SBrkr,872,521,0,1393,3,1,3,8,Typ,0,0.0,Attchd,1955.0,Unf,1.0,300.0,3.0,3.0,Y,0,0,4,2008,WD ,135500,1,2.0,386,35
2175,80,RL,65.0,6285,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,3,2,CBlock,3.0,3.0,Av,GLQ,504.0,Unf,0.0,456.0,960.0,3,1,SBrkr,1044,0,0,1044,3,1,3,7,Typ,1,2.0,Detchd,1976.0,Unf,2.0,528.0,3.0,2.0,Y,0,0,4,2007,WD ,133500,1,2.0,228,36
1236,20,RL,71.0,9204,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,BLQ,25.0,Rec,872.0,247.0,1144.0,3,1,SBrkr,1144,0,0,1144,3,1,3,6,Typ,0,0.0,Detchd,1962.0,Unf,1.0,336.0,3.0,3.0,Y,0,0,8,2008,COD,124000,1,3.0,88,25
2448,60,RL,78.0,12011,0,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4.0,3.0,Av,GLQ,956.0,Unf,0.0,130.0,1086.0,5,1,SBrkr,1086,838,0,1924,3,1,4,7,Typ,1,3.0,Attchd,1998.0,RFn,2.0,592.0,3.0,3.0,Y,0,0,6,2006,WD ,280000,1,4.0,657,40
60,60,RL,108.0,14774,0,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1393.0,1393.0,5,1,SBrkr,1422,1177,0,2599,4,1,4,10,Typ,1,3.0,BuiltIn,1999.0,Fin,3.0,779.0,3.0,3.0,Y,0,0,5,2010,WD ,333168,1,3.0,698,45
346,60,RL,,11792,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,4,3,PConc,4.0,3.0,4,GLQ,850.0,Unf,0.0,158.0,1008.0,5,1,SBrkr,1008,1275,0,2283,4,1,4,9,Typ,1,4.0,BuiltIn,2003.0,Fin,3.0,632.0,3.0,3.0,Y,0,0,8,2009,WD ,270000,1,3.0,166,40
678,50,RL,60.0,8064,0,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,Av,Rec,621.0,Unf,0.0,174.0,795.0,4,0,SBrkr,765,368,0,1133,3,1,3,5,Typ,0,0.0,Detchd,1989.0,Unf,2.0,900.0,3.0,3.0,Y,0,0,12,2009,COD,128500,1,1.0,231,30
2481,120,RL,50.0,7175,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,904.0,Unf,0.0,494.0,1398.0,4,1,SBrkr,1398,0,0,1398,2,1,4,5,Typ,0,0.0,Attchd,1990.0,RFn,2.0,542.0,3.0,3.0,Y,0,MnPrv,7,2006,WD ,172000,1,3.0,46,30
2729,85,RL,72.0,10820,0,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,PConc,4.0,3.0,Av,GLQ,535.0,Rec,159.0,88.0,782.0,5,1,SBrkr,810,0,0,810,2,1,3,4,Typ,0,0.0,Detchd,1973.0,Unf,2.0,576.0,3.0,3.0,Y,0,MnPrv,6,2006,WD ,130000,1,2.0,0,35
453,120,RL,34.0,5381,0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4.0,3.0,Av,ALQ,900.0,Unf,0.0,406.0,1306.0,5,1,SBrkr,1306,0,0,1306,1,1,4,5,Typ,1,4.0,Attchd,2005.0,RFn,2.0,624.0,3.0,3.0,Y,0,0,8,2009,WD ,196000,1,3.0,233,30
2234,45,RM,50.0,5000,0,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,Av,BLQ,116.0,Unf,0.0,604.0,720.0,1,0,FuseF,803,0,0,803,2,1,3,5,Typ,0,0.0,Detchd,1941.0,Unf,2.0,360.0,3.0,3.0,Y,0,0,12,2007,WD ,87000,1,1.0,244,30
2007,50,RM,55.0,8674,0,Reg,HLS,Inside,Gtl,BrkSide,RRNn,Artery,1Fam,1.5Fin,5,6,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,3.0,No,Rec,910.0,Unf,0.0,0.0,910.0,3,1,SBrkr,910,525,0,1435,3,1,3,6,Typ,0,0.0,Detchd,1950.0,Unf,1.0,308.0,3.0,3.0,Y,0,0,3,2007,WD ,128250,1,2.0,33,30
20,20,RL,85.0,13175,0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,119.0,3,3,CBlock,4.0,3.0,No,ALQ,790.0,Rec,163.0,589.0,1542.0,3,1,SBrkr,2073,0,0,2073,3,1,3,7,Min1,2,3.0,Attchd,1978.0,Unf,2.0,500.0,3.0,3.0,Y,0,MnPrv,2,2010,WD ,210000,1,3.0,349,36
2217,50,RL,,11275,0,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1932,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3.0,3.0,Mn,Rec,297.0,LwQ,557.0,0.0,854.0,3,1,SBrkr,1096,895,0,1991,3,1,3,7,Typ,1,4.0,Detchd,1977.0,Unf,2.0,432.0,3.0,2.0,Y,0,0,3,2007,WD ,220000,1,2.0,19,42
232,20,RL,60.0,9600,0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,No,BLQ,442.0,Unf,0.0,625.0,1067.0,3,1,SBrkr,1067,0,0,1067,2,1,4,4,Min2,0,0.0,Attchd,1996.0,Unf,2.0,436.0,3.0,3.0,Y,0,0,2,2010,WD ,128000,1,2.0,290,28
1982,50,RM,120.0,9000,0,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900,2006,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,2.0,No,BLQ,130.0,Unf,0.0,550.0,680.0,5,1,SBrkr,680,494,0,1174,2,1,4,6,Typ,1,4.0,Detchd,2000.0,Unf,2.0,576.0,3.0,3.0,Y,0,MnPrv,6,2007,WD ,135000,1,1.0,182,40
1570,20,RL,74.0,9990,0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,4,1,SBrkr,1689,0,0,1689,3,1,3,6,Typ,1,3.0,Attchd,1991.0,Unf,2.0,432.0,3.0,3.0,Y,0,0,7,2008,WD ,228500,1,3.0,548,20
195,50,RM,50.0,6000,0,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,4.0,No,BLQ,452.0,LwQ,12.0,144.0,608.0,3,1,SBrkr,608,524,0,1132,2,1,3,5,Typ,0,0.0,Detchd,1939.0,Unf,1.0,240.0,3.0,3.0,Y,0,MnPrv,4,2010,WD ,134000,1,2.0,128,42
2307,20,RL,85.0,10533,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,3,4,CBlock,3.0,3.0,No,Rec,773.0,Unf,0.0,235.0,1008.0,3,1,SBrkr,1024,0,0,1024,2,1,4,5,Typ,2,3.0,Attchd,1956.0,Unf,1.0,313.0,3.0,3.0,Y,0,0,8,2006,WD ,157500,1,2.0,280,36
504,60,RL,,11692,0,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,372.0,4,3,PConc,4.0,3.0,No,GLQ,624.0,Unf,0.0,549.0,1173.0,5,1,SBrkr,1215,1017,0,2232,3,1,4,8,Typ,1,3.0,Attchd,1993.0,RFn,2.0,623.0,3.0,3.0,Y,0,0,10,2009,WD ,263550,1,4.0,338,40
1644,20,RL,,12546,0,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310.0,4,4,CBlock,4.0,3.0,No,BLQ,678.0,Unf,0.0,762.0,1440.0,5,1,SBrkr,1440,0,0,1440,3,1,4,7,Typ,1,3.0,Attchd,1981.0,Fin,2.0,467.0,3.0,3.0,Y,0,0,4,2007,WD ,182900,1,2.0,99,42
939,20,RL,,21695,0,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4.0,3.0,No,GLQ,808.0,Unf,0.0,72.0,880.0,5,1,SBrkr,1680,0,0,1680,3,1,4,5,Typ,1,4.0,Attchd,1988.0,Fin,2.0,540.0,3.0,3.0,Y,182,0,12,2009,WD ,222000,1,3.0,336,54
1591,20,RL,77.0,9278,0,Reg,Lvl,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1092.0,1092.0,5,1,SBrkr,1092,0,0,1092,2,1,3,5,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,Y,0,0,2,2008,WD ,146000,1,1.0,52,25
2001,30,RM,90.0,8100,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Rec,338.0,Unf,0.0,1221.0,1559.0,4,1,SBrkr,1559,0,0,1559,2,1,3,5,Min2,0,0.0,Detchd,1948.0,Unf,2.0,812.0,3.0,3.0,Y,0,GdWo,6,2007,COD,153500,1,2.0,346,30
2379,20,RL,129.0,16737,0,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,4,3,PConc,5.0,3.0,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,5,1,SBrkr,1980,0,0,1980,3,1,5,8,Typ,1,4.0,Attchd,2004.0,Fin,3.0,770.0,3.0,3.0,Y,0,0,9,2006,WD ,315000,1,3.0,239,45
1100,60,RL,80.0,9200,0,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,4,3,PConc,4.0,3.0,No,GLQ,986.0,Unf,0.0,484.0,1470.0,4,1,SBrkr,1470,1160,0,2630,4,1,4,8,Typ,1,3.0,Attchd,1998.0,Fin,3.0,696.0,3.0,3.0,Y,0,0,6,2008,WD ,315000,1,4.0,66,40
1118,60,RL,73.0,9801,0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,4,3,PConc,4.0,3.0,Av,Unf,0.0,Unf,0.0,1341.0,1341.0,5,1,SBrkr,1341,520,0,1861,3,1,4,7,Typ,1,4.0,BuiltIn,2007.0,RFn,3.0,851.0,3.0,3.0,Y,0,0,7,2008,WD ,257000,1,3.0,204,40
1593,85,RL,150.0,14137,0,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,4.0,3.0,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,4,1,SBrkr,1200,0,0,1200,3,1,3,6,Typ,0,0.0,2Types,1964.0,Fin,3.0,850.0,3.0,3.0,Y,0,0,11,2008,ConLD,173000,1,2.0,290,20
2338,60,RL,,14762,0,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1948,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,4,1,SBrkr,1547,720,53,2320,2,1,3,7,Typ,1,3.0,Attchd,1979.0,Unf,2.0,672.0,3.0,3.0,P,0,0,5,2006,WD ,169000,1,2.0,264,30
458,20,RL,117.0,15262,0,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,4,3,PConc,5.0,3.0,4,GLQ,1557.0,Unf,0.0,643.0,2200.0,5,1,SBrkr,2200,0,0,2200,3,1,5,8,Typ,1,4.0,Attchd,2003.0,Fin,3.0,685.0,3.0,3.0,Y,0,0,7,2009,WD ,382500,1,4.0,263,40
1454,20,RL,75.0,9742,0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1777.0,1777.0,5,1,SBrkr,1795,0,0,1795,3,1,4,7,Typ,1,4.0,Attchd,2002.0,RFn,2.0,534.0,3.0,3.0,Y,0,0,9,2008,WD ,230000,1,2.0,330,40
